C3.E-4.C5;0.25 F3.G3;0.25 D4;0.25 E-3.G3.E-4;0.25 C4.E-4;0.25 G3;0.25 F3.D4.E-4;0.25 rest;0.25
B3.G4;0.25 D3.F#4.B4;0.25 C4.A4;0.0833333 rest;0.166667 A3.G4;0.0833333 rest;0.166667 C4.A4;0.0833333 rest;0.166667
G3.B3.G4;0.25 F#4;0.25 A4;0.25 G4;0.25 B4;0.25 A4;0.25 C5;0.25 B4;0.25
D5;0.25 C5;0.25 E5;0.25 D5;0.25 A2.F5;0.25 F3;0.25 C3;0.25 F3;0.25
B2;0.25 G3;0.25 D3.G5;0.25 G3.A5;0.0833333 rest;0.166667 G2.G5;0.0833333 rest;0.166667 G3.F5;0.0833333
rest;0.166667 B2.E5;0.0833333 rest;0.166667 G3.D5;0.0833333 rest;0.166667 C3.E5;0.25 G3;0.25 E3;0.25
G3;0.25 C3.F#5;0.25 A3;0.25 E-3;0.25 A3;0.25 C#3.G5;0.25 B-3;0.25 E3;0.25
B-3;0.25 D3.G4;0.25 B3;0.25 G3;0.25 B3;0.25 D3;0.25 B3;0.25 G3.G4.A4;0.25
B3.F#4.G4;0.25 D3.F#4.B4;0.25 C4;0.25 A3.A4;0.25 C4;0.25 G3.B3.G4;0.25 D4;0.25 G3.B3.B4;0.5
B4;0.25 G4;0.25 D5;0.25 D5;0.25 D5;0.25 B4;0.25 D3.C4.A4;0.25 B4;0.25
G3.B3.G4;0.25 D4;0.25 G3.B3.B4;0.5 B4;0.25 G4;0.25 D5;0.25 D5;0.25 D5;0.25
B4;0.25 D3.C4.A4;0.25 B4;0.25 G3.B3.G4;0.5 rest;0.5 G2.B3.G4;0.5 rest;1.5 E-2.G4.B-4;1
E-4.G4;0.5 B-2.B-3.F4;0.5 E-3.G3.E-4;0.5 B-3;0.5 E-4;0.5 B-2.D4.F4;0.5 E-3.E-4.G4;0.5 C3.G#4;0.5
G2.B-4;0.5 G#2.C5;0.5 B-2.E-4.G4;0.75 G#4;0.25 D4.F4;0.25 G4;0.25 G#4;0.25 A4;0.25
G4.B-4.B-5;1 E-4.G5;0.5 B-3.F5;0.5 G3.B-4.E-5;0.25 rest;0.25 B-3.D5.F5;0.25 rest;0.25 E-4.E-5.G5;0.25
rest;0.25 C4.E-5.G#5;0.25 rest;0.25 G3.E-5.B-5;0.5 G#3.B5.C6;0.25 F5.G#5;0.25 B-3.G4.E-5;0.5 G#4.F5.G5;0.25
E5.F5;0.25 E-4.D5.F5;1 G4.E-5;0.5 rest;0.5 E-2.G4.B-4;1 E-4.G4;0.5 B-2.B-3.F4;0.5 E-3.G3.E-4;0.5
B-3;0.5 E-4;0.5 B-2.D4.F4;0.5 E-3.E-4.G4;0.5 C3.G#4;0.5 G2.B-4;0.5 G#2.C5;0.5 B-2.E-4.G4;0.75
G#4;0.25 D4.F4;0.25 G4;0.25 G#4;0.25 A4;0.25 G4.B-4.B-5;1 E-4.G5;0.5 B-3.F5;0.5
G3.B-4.E-5;0.25 rest;0.25 B-3.D5.F5;0.25 rest;0.25 E-4.E-5.G5;0.25 rest;0.25 C4.E-5.G#5;0.25 rest;0.25
G3.E-5.B-5;0.5 G#3.B5.C6;0.25 F5.G#5;0.25 B-3.G4.E-5;0.5 G#4.F5.G5;0.25 E5.F5;0.25 E-4.D5.F5;1 G4.E-5;0.5
rest;0.5 D4.F5;0.5 B-3;0.5 E-4.G5;0.5 B-3.E-5;0.5 B-3.F4.G#5;0.75 F5;0.25 D5;0.25
E-5;0.25 F5;0.25 F#5;0.25 E-4.G5;0.5 E-4.G5;0.5 E-4.F4.G#5;0.5 E-4.F#4.A5;0.5 E-4.G4.B-5;0.75
G#5.B-5.C6;0.25 G5;0.25 G#5;0.25 B-5;0.25 B5;0.25 C6;0.5 G#4.E-5;0.5 B-5;0.5
F#4.E-5;0.5 A5;0.333333 rest;0.166667 F4.E-5;0.5 G#5;0.5 B3.D4;0.5 C4.E-4.G5;0.5 E-6;0.5
G#3.C4.F5;0.5 G#4.C6;0.5 B-3.G4.E-5;0.75 E-5.F5;0.25 F4.D5;0.5 rest;0.5 E-2.G4.B-4;1 E-4.G4;0.5
B-2.B-3.F4;0.5 E-3.G3.E-4;0.5 B-3;0.5 E-4;0.5 B-2.D4.F4;0.5 E-3.E-4.G4;0.5 C3.G#4;0.5 G2.B-4;0.5
G#2.C5;0.5 B-2.E-4.G4;0.75 G#4;0.25 D4.F4;0.25 G4;0.25 G#4;0.25 A4;0.25 G4.B-4.B-5;1
E-4.G5;0.5 B-3.F5;0.5 G3.B-4.E-5;0.25 rest;0.25 B-3.D5.F5;0.25 rest;0.25 E-4.E-5.G5;0.25 rest;0.25
C4.E-5.G#5;0.25 rest;0.25 G3.E-5.B-5;0.5 G#3.B5.C6;0.25 F5.G#5;0.25 B-3.G4.E-5;0.5 G#4.F5.G5;0.25 E5.F5;0.25
E-4.D5.F5;1 G4.E-5;0.5 rest;0.5 D4.F5;0.5 B-3;0.5 E-4.G5;0.5 B-3.E-5;0.5 B-3.F4.G#5;0.75
F5;0.25 D5;0.25 E-5;0.25 F5;0.25 F#5;0.25 E-4.G5;0.5 E-4.G5;0.5 E-4.F4.G#5;0.5
E-4.F#4.A5;0.5 E-4.G4.B-5;0.75 G#5.B-5.C6;0.25 G5;0.25 G#5;0.25 B-5;0.25 B5;0.25 C6;0.5
G#4.E-5;0.5 B-5;0.5 F#4.E-5;0.5 A5;0.333333 rest;0.166667 F4.E-5;0.5 G#5;0.5 B3.D4;0.5
C4.E-4.G5;0.5 E-6;0.5 G#3.C4.F5;0.5 G#4.C6;0.5 B-3.G4.E-5;0.75 E-5.F5;0.25 F4.D5;0.5 rest;0.5
E-2.G4.B-4;1 E-4.G4;0.5 B-2.B-3.F4;0.5 E-3.G3.E-4;0.5 B-3;0.5 E-4;0.5 B-2.D4.F4;0.5 E-3.E-4.G4;0.5
C3.G#4;0.5 G2.B-4;0.5 G#2.C5;0.5 B-2.E-4.G4;0.75 G#4;0.25 D4.F4;0.25 G4;0.25 G#4;0.25
A4;0.25 G4.B-4.B-5;1 E-4.G5;0.5 B-3.F5;0.5 G3.B-4.E-5;0.25 rest;0.25 B-3.D5.F5;0.25 rest;0.25
E-4.E-5.G5;0.25 rest;0.25 C4.E-5.G#5;0.25 rest;0.25 G3.E-5.B-5;0.5 G#3.B5.C6;0.25 F5.G#5;0.25 B-3.G4.E-5;0.5
G#4.F5.G5;0.25 E5.F5;0.25 E-4.D5.F5;1 G4.E-5;0.5 rest;0.5 C3.E-5.G5;0.25 C4.E-5.G5;0.5 C4.D5.F5;0.25
C4.C5.E-5;0.5 C4;0.25 C4;0.25 B2.F5.G#5;0.25 B3.F5.G#5;0.5 B3.E-5.G5;0.25 B3.D5.F5;0.5 B3;0.25
B3;0.25 C4;0.25 C5.E-5;0.25 D5.F5;0.25 E-5.G5;0.25 G#3.E-5.G5;0.25 D5.F5;0.25 F#3.D5.F5;0.25
C5.E-5;0.25 G3.C5.E-5;0.25 G2;0.25 G3.C5.E-5;0.5 G3.B4.D5;0.25 F3;0.25 E-3;0.25 D3;0.25
C3;0.25 E-5;0.25 C5;0.25 G#4;0.25 G4;0.25 C4.E-4;0.25 C4.E-4.F#4;0.5 B-3.D4;0.25
B-5;0.25 G5;0.25 E-5;0.25 D5;0.25 E4.G4;0.25 E4.G4.C#5;0.5 D4.F#4;0.25 D5;0.25
E-4;0.25 G4.B-4;0.25 C4;0.25 A4.C5;0.25 D4;0.25 F#4.A4;0.25 G3;0.25 G4;0.25
A4;0.25 B4;0.25 A4.C5;0.25 B4.D5;0.25 C5.E-5;0.25 D5.F5;0.25 C3.E-5.G5;0.25 C4.E-5.G5;0.5
C4.D5.F5;0.25 C4.C5.E-5;0.5 C4;0.25 C4;0.25 B2.F5.G#5;0.25 B3.F5.G#5;0.5 B3.E-5.G5;0.25 B3.D5.F5;0.5
B3;0.25 B3;0.25 C4;0.25 C5.E-5;0.25 D5.F5;0.25 E-5.G5;0.25 G#3.E-5.G5;0.25 D5.F5;0.25
F#3.D5.F5;0.25 C5.E-5;0.25 G3.C5.E-5;0.25 G2;0.25 G3.C5.E-5;0.5 G3.B4.D5;0.25 F3;0.25 E-3;0.25
D3;0.25 C3;0.25 E-5;0.25 C5;0.25 G#4;0.25 G4;0.25 C4.E-4;0.25 C4.E-4.F#4;0.5
B-3.D4;0.25 B-5;0.25 G5;0.25 E-5;0.25 D5;0.25 E4.G4;0.25 E4.G4.C#5;0.5 D4.F#4;0.25
D5;0.25 E-4;0.25 G4.B-4;0.25 C4;0.25 A4.C5;0.25 D4;0.25 F#4.A4;0.25 G3;0.25
G4;0.25 A4;0.25 B4;0.25 A4.C5;0.25 B4.D5;0.25 C5.E-5;0.25 D5.F5;0.25 C4.E5.G5;0.25
G4.E5.G5;0.75 C4.F5.G#5;0.25 F4.F5.G#5;0.75 C4.G5.B-5;0.25 E4.G5.B-5;0.75 C4.F5.G#5;0.25 F4.G#4;0.25 B3;0.25
F4.G#4;0.25 B-3.D5.F5;0.25 F4.D5.F5;0.75 B-3.E-5.G5;0.25 E-4.E-5.G5;0.75 B-3.F5.G#5;0.25 D4.F5.G#5;0.75 B-3.E-5.G5;0.25
E-4.G4;0.25 E-4.G4;0.25 E-4.G4;0.25 A3.C4;0.25 F#5;0.25 G5;0.25 F#5;0.25 D6;0.25
B3.G4;0.25 B3.G4.F5;0.5 C4.G4;0.25 E5;0.25 F5;0.25 E5;0.25 C6;0.25 G#3.C4;0.25
G#3.C4.E-5;0.5 F3.G#3;0.25 C#5;0.25 C5;0.25 C#5;0.25 E5;0.25 F5;0.25 G5;0.25
G#5;0.25 G3.E-4.C5;0.25 E4;0.25 F4;0.25 F#4;0.25 G3.G4.B4;0.25 D5;0.25 E-5;0.25
F5;0.25 C3.E-5.G5;0.25 C4.E-5.G5;0.5 C4.D5.F5;0.25 C4.C5.E-5;0.5 C4;0.25 C4;0.25 B2.F5.G#5;0.25
B3.F5.G#5;0.5 B3.E-5.G5;0.25 B3.D5.F5;0.5 B3;0.25 B3;0.25 C4;0.25 C5.E-5;0.25 D5.F5;0.25
E-5.G5;0.25 G#3.E-5.G5;0.25 D5.F5;0.25 F#3.D5.F5;0.25 C5.E-5;0.25 G3.C5.E-5;0.25 G2;0.25 G3.C5.E-5;0.5
G3.B4.D5;0.25 F3;0.25 E-3;0.25 D3;0.25 C3;0.25 G5;0.25 E-5;0.25 B4;0.25
D5;0.25 E4.G4;0.25 E4.G4.C5;0.5 F4.G#4;0.25 C6;0.25 G#5;0.25 E5;0.25 G5;0.25
A4.C5;0.25 A4.C5.F#5;0.5 G4.B4;0.25 G5;0.25 G#4;0.25 C5.E-5;0.25 F4;0.25 D5.F5;0.25
G4;0.25 B4.D5;0.25 C4;0.25 B4;0.25 C5;0.25 B4;0.25 C5;0.25 B4.D5;0.25
C5.E-5;0.25 D5.F5;0.25 C4.E5.G5;0.25 G4.E5.G5;0.75 C4.F5.G#5;0.25 F4.F5.G#5;0.75 C4.G5.B-5;0.25 E4.G5.B-5;0.75
C4.F5.G#5;0.25 F4.G#4;0.25 B3;0.25 F4.G#4;0.25 B-3.D5.F5;0.25 F4.D5.F5;0.75 B-3.E-5.G5;0.25 E-4.E-5.G5;0.75
B-3.F5.G#5;0.25 D4.F5.G#5;0.75 B-3.E-5.G5;0.25 E-4.G4;0.25 E-4.G4;0.25 E-4.G4;0.25 A3.C4;0.25 F#5;0.25
G5;0.25 F#5;0.25 D6;0.25 B3.G4;0.25 B3.G4.F5;0.5 C4.G4;0.25 E5;0.25 F5;0.25
E5;0.25 C6;0.25 G#3.C4;0.25 G#3.C4.E-5;0.5 F3.G#3;0.25 C#5;0.25 C5;0.25 C#5;0.25
E5;0.25 F5;0.25 G5;0.25 G#5;0.25 G3.E-4.C5;0.25 E4;0.25 F4;0.25 F#4;0.25
G3.G4.B4;0.25 D5;0.25 E-5;0.25 F5;0.25 C3.E-5.G5;0.25 C4.E-5.G5;0.5 C4.D5.F5;0.25 C4.C5.E-5;0.5
C4;0.25 C4;0.25 B2.F5.G#5;0.25 B3.F5.G#5;0.5 B3.E-5.G5;0.25 B3.D5.F5;0.5 B3;0.25 B3;0.25
C4;0.25 C5.E-5;0.25 D5.F5;0.25 E-5.G5;0.25 G#3.E-5.G5;0.25 D5.F5;0.25 F#3.D5.F5;0.25 C5.E-5;0.25
G3.C5.E-5;0.25 G2;0.25 G3.C5.E-5;0.5 G3.B4.D5;0.25 F3;0.25 E-3;0.25 D3;0.25 C3;0.25
G5;0.25 E-5;0.25 B4;0.25 D5;0.25 E4.G4;0.25 E4.G4.C5;0.5 F4.G#4;0.25 C6;0.25
G#5;0.25 E5;0.25 G5;0.25 A4.C5;0.25 A4.C5.F#5;0.5 G4.B4;0.25 G5;0.25 G#4;0.25
C5.E-5;0.25 F4;0.25 D5.F5;0.25 G4;0.25 B4.D5;0.25 C4;0.25 B4;0.25 C5;0.25
B4;0.25 C5;0.25 E-4.F#4;0.25 E4.G4;0.25 E-4.F#4;0.25 E4.G4;0.25 C#5;0.25 C5;0.25
C#5;0.25 C5;0.25 E4.G4;0.25 F4.G#4;0.25 E4.G4;0.25 F4.G#4;0.25 E5;0.25 F5;0.25
G#5;0.25 B4;0.25 E-4.F#4;0.25 D4.F4;0.25 E-4.F#4;0.25 D4.F4;0.25 A4;0.25 B-4;0.25
A4;0.25 B-4;0.25 E4.G4;0.25 F4.G#4;0.25 E4.G4;0.25 F4.G#4;0.25 C#5;0.25 D5;0.25
E-5;0.25 E5;0.25 F5;0.25 F#5;0.25 G5;0.25 D4.B-4.B-5;0.75 A5;0.25 G#5;0.5
rest;0.75 E4;0.25 F4;0.25 G4;0.25 G#4;0.25 G4;0.25 G#4;0.25 A4;0.25
E-2.G4.B-4;1 E-4.G4;0.5 B-2.B-3.F4;0.5 E-3.G3.E-4;0.5 B-3;0.5 E-4;0.5 B-2.D4.F4;0.5 E-3.E-4.G4;0.5
C3.G#4;0.5 G2.B-4;0.5 G#2.C5;0.5 B-2.E-4.G4;0.75 G#4;0.25 D4.F4;0.25 G4;0.25 G#4;0.25
A4;0.25 G4.B-4.B-5;1 E-4.G5;0.5 B-3.F5;0.5 G3.B-4.E-5;0.25 rest;0.25 B-3.D5.F5;0.25 rest;0.25
E-4.E-5.G5;0.25 rest;0.25 C4.E-5.G#5;0.25 rest;0.25 G3.E-5.B-5;0.5 G#3.B5.C6;0.25 F5.G#5;0.25 B-3.G4.E-5;0.5
G#4.F5.G5;0.25 E5.F5;0.25 E-4.D5.F5;1 G4.E-5;0.5 rest;0.5 G#3.C5;0.25 E-4;0.25 C4;0.25
E-4;0.25 B-3.E-5;0.25 E-4.C#5;0.25 C#4.B-4;0.25 E-4.G4;0.25 C4.G#4;0.25 E-4;0.25 G#3;0.25
E-4.B-4.C5;0.25 G3.B-4;0.25 E-4;0.25 E-3;0.25 E-4;0.25 G3.C#5;0.25 E-4;0.25 B-3;0.25
E-4;0.25 G#3.F5;0.25 E-4.E-5;0.25 C4.C#5;0.25 E-4.C5;0.25 G3.B-4;0.25 E-4;0.25 E-3;0.25
E-4.C5.C#5;0.25 G#3.C5;0.25 E-4;0.25 C4;0.25 E-4;0.25 B-3.C6;0.25 G4;0.25 E4;0.25
G4.E5;0.25 G#3.F5;0.25 F4.G5;0.25 C4.G#5;0.25 F4.A5;0.25 G#3.B-5;0.25 F4;0.25 D4;0.25
F4.D5;0.25 G3.E-5;0.25 E-4.F5;0.25 B-3.F#5;0.25 E-4.G5;0.25 G#3.G5;0.25 F4.C5;0.25 C4.G#5;0.25
F4.F5;0.25 B-3.F5;0.25 G4.E-5;0.25 B-3.E-5;0.25 G#4.D5;0.25 E-4.G4.E-5;0.25 D5;0.25 E-5;0.25
F5;0.25 E-5;0.25 D5;0.25 C#5;0.25 B-4;0.25 G#3.C5;0.25 E-4;0.25 C4;0.25
E-4;0.25 B-3.E-5;0.25 E-4.C#5;0.25 C#4.B-4;0.25 E-4.G4;0.25 C4.G#4;0.25 E-4;0.25 G#3;0.25
E-4.B-4.C5;0.25 G3.B-4;0.25 E-4;0.25 E-3;0.25 E-4;0.25 G3.C#5;0.25 E-4;0.25 B-3;0.25
E-4;0.25 G#3.F5;0.25 E-4.E-5;0.25 C4.C#5;0.25 E-4.C5;0.25 G3.B-4;0.25 E-4;0.25 E-3;0.25
E-4.C5.C#5;0.25 G#3.C5;0.25 E-4;0.25 C4;0.25 E-4;0.25 B-3.C6;0.25 G4;0.25 E4;0.25
G4.E5;0.25 G#3.F5;0.25 F4.G5;0.25 C4.G#5;0.25 F4.A5;0.25 G#3.B-5;0.25 F4;0.25 D4;0.25
F4.D5;0.25 G3.E-5;0.25 E-4.F5;0.25 B-3.F#5;0.25 E-4.G5;0.25 G#3.G5;0.25 F4.C5;0.25 C4.G#5;0.25
F4.F5;0.25 B-3.F5;0.25 G4.E-5;0.25 B-3.E-5;0.25 G#4.D5;0.25 E-4.G4.E-5;0.25 D5;0.25 E-5;0.25
F5;0.25 E-5;0.25 D5;0.25 C#5;0.25 B-4;0.25 E-4.A4.C5;0.25 F#4;0.25 E-4;0.25
F#4;0.25 E-4.B4;0.25 F4.C5;0.25 E-4.C#5;0.25 F4.C5;0.25 D4.G#4.F5;0.25 F4;0.25 D4.B-4;0.25
F4;0.25 C#4.G4.A4;0.25 F4.B-4;0.25 C#4.C5;0.25 F4.B-4;0.25 C4.F#4.E-5;0.25 E-4;0.25 C4.G#4;0.25
E-4;0.25 C#4.F4;0.25 G4.B-4;0.25 B-3.G#4.C5;0.25 B-4.C#5;0.25 E-4.G#4.C5;0.25 D4;0.25 E-4;0.25
D4;0.25 E-4.G4.B-4;0.25 B-3;0.25 G3;0.25 E-3;0.25 F3.G#5;0.25 C4;0.25 G#3;0.25
C4;0.25 G#3.G5;0.25 F4.F5;0.25 B-3.E-5;0.25 F4.D5;0.25 G3.C#6;0.25 E-4;0.25 B-3;0.25
E-4;0.25 C#4.C6;0.25 B-4.B-5;0.25 E-4.G#5;0.25 B-4.G5;0.25 C4.G#4.G#5;0.25 C5;0.25 C#4.F4.B-4;0.25
F5;0.25 E-3.C4.E-5;0.25 G#4;0.25 E-3.B-3.C#5;0.25 G4;0.25 G#3.C#4.B-4;1 C4.G#4;0.25 B-4;0.25
B4;0.25 C5;0.25 E-4.A4.C5;0.25 F#4;0.25 E-4;0.25 F#4;0.25 E-4.B4;0.25 F4.C5;0.25
E-4.C#5;0.25 F4.C5;0.25 D4.G#4.F5;0.25 F4;0.25 D4.B-4;0.25 F4;0.25 C#4.G4.A4;0.25 F4.B-4;0.25
C#4.C5;0.25 F4.B-4;0.25 C4.F#4.E-5;0.25 E-4;0.25 C4.G#4;0.25 E-4;0.25 C#4.F4;0.25 G4.B-4;0.25
B-3.G#4.C5;0.25 B-4.C#5;0.25 E-4.G#4.C5;0.25 D4;0.25 E-4;0.25 D4;0.25 E-4.G4.B-4;0.25 B-3;0.25
G3;0.25 E-3;0.25 F3.G#5;0.25 C4;0.25 G#3;0.25 C4;0.25 G#3.G5;0.25 F4.F5;0.25
B-3.E-5;0.25 F4.D5;0.25 G3.C#6;0.25 E-4;0.25 B-3;0.25 E-4;0.25 C#4.C6;0.25 B-4.B-5;0.25
E-4.G#5;0.25 B-4.G5;0.25 C4.G#4.G#5;0.25 C5;0.25 C#4.F4.B-4;0.25 F5;0.25 E-3.C4.E-5;0.25 G#4;0.25
E-3.B-3.C#5;0.25 G4;0.25 G#3.C#4.B-4;1 C4.G#4;0.25 B-4;0.25 B4;0.25 C5;0.25 E4.G4;0.25
C5;0.25 C#5;0.25 C5;0.25 F4.G#4;0.25 C5;0.25 C6;0.25 C5;0.25 D4.F4;0.25
B-4;0.25 B4;0.25 B-4;0.25 E-4.G4;0.25 B-4;0.25 B-5;0.25 B-4;0.25 C4.E-4;0.25
A4;0.25 B-4;0.25 A4;0.25 E-5;0.25 A4;0.25 F#5;0.25 A4;0.25 B-4;0.25
B-3;0.25 D4;0.25 F4;0.25 F#4;0.25 A4;0.25 E-4.F#5;0.25 A4;0.25 B-4;0.25
B-3;0.25 D4;0.25 F4;0.25 F#4;0.25 A4;0.25 E-4.F#5;0.25 A4;0.25 B-4;0.25
B-3;0.25 D4;0.25 F4;0.25 G#4;0.25 D5;0.25 F5;0.25 G#5;0.25 B5;0.25
C6;0.25 D6;0.25 C6;0.25 B-5;0.25 G#5;0.25 G5;0.25 F5;0.25 E-5;0.75
E-5.F5;0.25 D5;0.5 rest;0.5 E-2.G4.B-4;1 E-4.G4;0.5 B-2.B-3.F4;0.5 E-3.G3.E-4;0.5 B-3;0.5
E-4;0.5 B-2.D4.F4;0.5 E-3.E-4.G4;0.5 C3.G#4;0.5 G2.B-4;0.5 G#2.C5;0.5 B-2.E-4.G4;0.75 G#4;0.25
D4.F4;0.25 G4;0.25 G#4;0.25 A4;0.25 G4.B-4.B-5;1 E-4.G5;0.5 B-3.F5;0.5 G3.B-4.E-5;0.25
rest;0.25 B-3.D5.F5;0.25 rest;0.25 E-4.E-5.G5;0.25 rest;0.25 C4.E-5.G#5;0.25 rest;0.25 G3.E-5.B-5;0.5
G#3.B5.C6;0.25 F5.G#5;0.25 B-3.G4.E-5;0.5 G#4.F5.G5;0.25 E5.F5;0.25 E-4.D5.F5;1 G4.E-5;0.5 rest;0.5
E-3.C5;0.25 C4;0.25 G#3;0.25 C4.D5;0.25 E-3.E-5;0.25 C4;0.25 G#3.E-5;0.25 C4;0.25
E-3.E-5;0.25 B-3;0.25 G3;0.25 B-3.C5.D5;0.25 E-3.B-4;0.25 B-3;0.25 G3;0.25 B-3;0.25
E-3.C5;0.25 C4;0.25 G#3;0.25 C4.D5;0.25 E-3.E-5;0.25 C4.E-5;0.25 G#3.E-5;0.25 C4.E-5;0.25
E-3.E-5.G5;0.25 B-3.E-5.F5;0.25 G3.D5.F5;0.25 B-3.C5.E-5;0.25 E-3.B-4;0.25 B-3;0.25 G3;0.25 B-3;0.25
C4;0.25 G5;0.25 G#5;0.25 C6;0.25 E5;0.25 D4.B-4;0.25 D4.B-4.F5;0.5 E-4.B-4;0.25
F#5;0.25 G5;0.25 B-5;0.25 D5;0.25 G4.B-4;0.25 G4.B-4.E-5;0.5 G#4.C5;0.25 E5;0.25
F5;0.25 G#5;0.25 B4;0.25 C5;0.25 B-3.G#4.E-5;0.25 D5;0.25 B3.G#4.F5;1 C4.G4.E-5;0.5
rest;0.5 F3.E-5;0.25 C4;0.25 A3;0.25 C4;0.25 E-3.D5;0.25 C4.C5;0.25 F3.B-4;0.25
C4.A4;0.25 D3.G#5;0.25 B-3;0.25 F3.B-3;0.25 rest;0.25 G#3.G5;0.25 F4.F5;0.25 B-3.E-5;0.25
F4.D5;0.25 G3.E-4.E-5;0.25 G4;0.25 G#3.C4.F4;0.25 C5;0.25 B-2.G3.B-4;0.25 E-4;0.25 B-2.F3.G#4;0.25
D4;0.25 E-3.E-4;0.25 G3;0.25 B-3.E-4;0.5 B-3;0.25 G#5;0.25 F5;0.25 D5;0.25
E-4.B-5;0.25 G4;0.25 B-4.B-5;0.5 B-4;0.25 G#5;0.25 F5;0.25 D5;0.25 E-2.E-5;0.25
G2;0.25 B-2.E-5;0.5 B-2;0.25 G#4;0.25 F4;0.25 D4;0.25 B-1.G#3.F4;2 E-2.G3.E-4;0.5
rest;1.5 C4.E4.G5;0.25 rest;0.25 E4.G5;0.25 C4;0.25 E4;0.25 C4.E5.F5;0.25 E4.D5.E5;0.25
C4.B4.C5;0.25 E4.C5.D5;0.25 C4.C5.D5;0.25 E4.C5.D5;0.25 C4.D5.E5;0.25 E4.G4;0.25 C4;0.25 E4;0.25
C4;0.25 E4.G5;0.25 C4.G5;0.25 E4.G5;0.25 C4;0.25 E4;0.25 C4.E5.F5;0.25 F4.D5.E5;0.25
C4.B4.C5;0.25 E4.C5.D5;0.25 C4.C5.D5;0.25 E4.C5.D5;0.25 C4.D5.E5;0.25 E4.G4;0.25 C4;0.25 E4;0.25
C4;0.25 F4.A4;0.25 C4.C5;0.25 F4.F5;0.25 C4.A5;0.25 F4.C6;0.25 C4;0.25 F4;0.25
C4;0.25 E4.G4;0.25 C4.C5;0.25 E4.E5;0.25 C4.G5;0.25 E4.C6;0.25 C4;0.25 E4;0.25
C4.G4;0.25 C4.E4.G5;0.25 G3;0.25 C4.E4;0.25 G3;0.25 B3.D4;0.25 G3;0.25 B3.F5.G5;0.25
G3.E5.F5;0.25 C4.E-5;0.25 C3;0.25 E3.E5;0.25 G3;0.25 C4;0.25 E4;0.25 G4;0.25
E4;0.25 F4.A4;0.25 C4.A4.C5;0.25 F4.C5.F5;0.25 C4.F5.A5;0.25 F4.C6;0.25 C4;0.25 F4;0.25
C4;0.25 E4.G4;0.25 C4.G4.C5;0.25 E4.C5.E5;0.25 C4.E5.G5;0.25 E4.C6;0.25 C4;0.25 E4;0.25
C4;0.25 C4.E4.A5;0.25 G3.G5;0.25 C4.E4.F5;0.25 G3.E5;0.25 D4.F4.E5;0.25 G3.D5;0.25 D4.F4.C5;0.25
G3.B4;0.25 C4.G4.C5;0.25 A4.B4;0.25 C5.D5;0.25 E5.F5;0.25 G5.A5;0.25 B5.C6;0.25 G5;0.25
G5;0.25 G3.G5.A5;0.25 rest;0.0833333 G5;0.166667 G3.D4;0.0833333 rest;0.0833333 F5.G5;0.0833333 rest;0.166667
rest;0.0833333 G3.E5.F5;0.25 rest;0.0833333 E5;0.166667 G3.B3;0.0833333 rest;0.0833333 D5.E5;0.0833333 C5;0.166667
rest;0.0833333 C4.G4.A4;0.25 rest;0.0833333 B4.C5;0.25 rest;0.0833333 D5.E5;0.0833333 F5.G5;0.166667 rest;0.0833333
A5.B5;0.25 rest;0.0833333 G5.C6;0.25 rest;0.166667 G5;0.25 G3.G5.A5;0.25 rest;0.0833333 G5;0.166667
G3.D4;0.0833333 rest;0.0833333 F5.G5;0.0833333 rest;0.166667 rest;0.0833333 G3.E5.F5;0.25 rest;0.0833333 E5;0.166667
G3.B3;0.0833333 rest;0.0833333 D5.E5;0.0833333 rest;0.166667 rest;0.0833333 C3.C5;0.25 C4;0.25 B3;0.25
B-3.D5.E5;0.25 A3.F5;0.25 A3.F5;0.25 G3;0.25 F3.G5.A5;0.25 E3.G5;0.25 E5;0.25 C3.C6;0.25
C6;0.25 C6.D6;0.25 A5.B5;0.25 C3.G5.A5;0.25 E5.F5;0.25 G3.E4.G5;0.75 C4.E5;0.25 B3.D5;0.25
G2;0.25 B2;0.25 D3;0.25 G3.C#5;0.25 B3.D5;0.25 D4.B4.C5;0.25 G4.A4;0.25 G3.C#5;0.25
B3.D5;0.25 D4.B4.C5;0.25 G4.A4;0.25 G3.E-5;0.25 C4.E5;0.25 E4.E5;0.25 C4.E5;0.25 G3.E5;0.25
C4;0.25 E4;0.25 C4.A4;0.25 F#3.A5;0.25 A3;0.25 C4;0.25 E5.F#5.G5;0.25 F#3.D5;0.25
A3.D6;0.25 C4.D6;0.25 D6;0.25 G3.D6;0.25 B3;0.25 D4;0.166667 B5.D6;0.0833333 D4;0.166667
rest;0.0833333 G3.G5;0.25 B3;0.25 D4;0.25 D4;0.25 G3.C#5;0.25 B3.D5;0.25 D4.B4.C5;0.25
G4.A4;0.25 G3.C#5.D5;0.25 B3.D5.E5;0.25 D4.B4.C5;0.25 G4.A4;0.25 G3.E-5;0.25 C4.E5;0.25 E4.E5;0.25
C4.E5;0.25 G3.E5;0.25 C4;0.25 E4;0.25 C4;0.25 F#3.A5.B5;0.25 B5.C6;0.25 G5.A5;0.25
E5.F#5;0.25 D5.F#5;0.25 G5.A5;0.25 E5.F#5;0.25 C5.D5;0.25 G3.B3.B4;0.25 rest;0.0833333 A3.G4;0.166667
